id,category,instruction_id_list,constraint_detail,topic,prompt,response,response_char_count
distill-01602,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 6}",家電製品,家電製品の例を6つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""食洗機"", ""category"": ""キッチン家電"", ""note"": ""食器洗いの手間を減らす""}, {""name"": ""除湿機"", ""category"": ""生活家電"", ""note"": ""室内の湿度を下げる""}, {""name"": ""空気清浄機"", ""category"": ""生活家電"", ""note"": ""室内の空気をきれいにする""}, {""name"": ""布団乾燥機"", ""category"": ""季節家電"", ""note"": ""布団をふかふかに乾かす""}, {""name"": ""電気圧力鍋"", ""category"": ""キッチン家電"", ""note"": ""短時間で圧力調理ができる""}, {""name"": ""扇風機"", ""category"": ""季節家電"", ""note"": ""風を送り涼をとる""}]",367
distill-01603,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 4}",動物園の人気動物,動物園の人気動物の例を4つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""レッサーパンダ"", ""category"": ""哺乳類"", ""note"": ""立ち上がる仕草が人気""}, {""name"": ""フラミンゴ"", ""category"": ""鳥類"", ""note"": ""片足で立つ姿が特徴""}, {""name"": ""カピバラ"", ""category"": ""哺乳類"", ""note"": ""温泉に入る姿で人気""}, {""name"": ""ペンギン"", ""category"": ""鳥類"", ""note"": ""集団で泳ぐ姿が見られる""}]",237
distill-01604,format_json,format_json,"{""keys"": [""名称"", ""特徴""], ""count"": 5}",星座,星座について5つ選び、名称・特徴を持つJSON形式で整理してください。,"[{""名称"": ""オリオン座"", ""特徴"": ""冬の代表的な星座""}, {""名称"": ""さそり座"", ""特徴"": ""夏の代表的な星座""}, {""名称"": ""こと座"", ""特徴"": ""夏に見える星座""}, {""名称"": ""おおぐま座"", ""特徴"": ""北の空の星座""}, {""名称"": ""カシオペヤ座"", ""特徴"": ""W字の形が特徴""}]",169
distill-01605,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 2}",元素,元素を2つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""水素"", ""category"": ""元素記号H"", ""note"": ""宇宙で最も多い元素""}, {""name"": ""酸素"", ""category"": ""元素記号O"", ""note"": ""呼吸に不可欠な気体""}]",116
distill-01606,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 4}",パンの種類,パンの種類を4つ挙げて、名称・分類・説明をJSON形式で出力してください。,"[{""名称"": ""バゲット"", ""分類"": ""フランスの細長いパン"", ""説明"": ""外側がパリッと硬い""}, {""名称"": ""クロワッサン"", ""分類"": ""層状に折り込んだパン"", ""説明"": ""バターの香りが豊か""}, {""名称"": ""ベーグル"", ""分類"": ""茹でてから焼くパン"", ""説明"": ""もちもちとした食感""}, {""名称"": ""食パン"", ""分類"": ""日本で日常的なパン"", ""説明"": ""四角い形が特徴""}]",217
distill-01607,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 6}",観葉植物の種類,観葉植物の種類について6つ選び、name・category・noteを持つJSON形式で整理してください。,"[{""name"": ""モンステラ"", ""category"": ""大きな切れ込み葉が特徴"", ""note"": ""室内で育てやすい""}, {""name"": ""パキラ"", ""category"": ""丈夫で育てやすい"", ""note"": ""編み込まれた幹が人気""}, {""name"": ""サンスベリア"", ""category"": ""空気清浄効果が期待される"", ""note"": ""乾燥に強い""}, {""name"": ""ポトス"", ""category"": ""つる性の植物"", ""note"": ""初心者向けとされる""}, {""name"": ""ガジュマル"", ""category"": ""独特の幹の形が特徴"", ""note"": ""縁起の良い木とされる""}, {""name"": ""フィカス"", ""category"": ""丸みのある葉が特徴"", ""note"": ""日陰でも育つ""}]",381
distill-01608,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 3}",パンの種類,パンの種類の例を3つ、name・featureのJSON形式で答えてください。,"[{""name"": ""バゲット"", ""feature"": ""フランスの細長いパン""}, {""name"": ""クロワッサン"", ""feature"": ""層状に折り込んだパン""}, {""name"": ""ベーグル"", ""feature"": ""茹でてから焼くパン""}]",130
distill-01609,format_json,format_json,"{""keys"": [""名称"", ""特徴""], ""count"": 3}",香辛料,香辛料の例を3つ、名称・特徴のJSON形式で答えてください。,"[{""名称"": ""シナモン"", ""特徴"": ""甘い香りのスパイス""}, {""名称"": ""クミン"", ""特徴"": ""カレーによく使われる""}, {""名称"": ""ターメリック"", ""特徴"": ""黄色の色付けに使われる""}]",109
distill-01610,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 5}",コーヒーの種類,コーヒーの種類を5つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""エスプレッソ"", ""category"": ""濃厚な抽出方式"", ""note"": ""少量で濃い味わい""}, {""name"": ""カフェラテ"", ""category"": ""エスプレッソと牛乳の組み合わせ"", ""note"": ""まろやかな口当たり""}, {""name"": ""アメリカーノ"", ""category"": ""エスプレッソをお湯で割る"", ""note"": ""すっきりした味わい""}, {""name"": ""カプチーノ"", ""category"": ""エスプレッソと泡立てた牛乳"", ""note"": ""ふわふわの泡が特徴""}, {""name"": ""水出しコーヒー"", ""category"": ""水でじっくり抽出"", ""note"": ""まろやかで苦味が少ない""}]",340
distill-01611,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 5}",世界の通貨,世界の通貨について5つ選び、name・category・noteを持つJSON形式で整理してください。,"[{""name"": ""ユーロ"", ""category"": ""欧州の多くの国で使用"", ""note"": ""記号は€""}, {""name"": ""ポンド"", ""category"": ""イギリスの通貨"", ""note"": ""記号は£""}, {""name"": ""ウォン"", ""category"": ""韓国の通貨"", ""note"": ""記号は₩""}, {""name"": ""ルピー"", ""category"": ""インドの通貨"", ""note"": ""独自の記号を持つ""}, {""name"": ""ペソ"", ""category"": ""中南米の複数国で使用"", ""note"": ""国によって価値が異なる""}]",293
distill-01612,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 2}",星座,星座について2つ選び、名称・分類・説明を持つJSON形式で整理してください。,"[{""名称"": ""オリオン座"", ""分類"": ""冬の代表的な星座"", ""説明"": ""三ツ星が目印""}, {""名称"": ""さそり座"", ""分類"": ""夏の代表的な星座"", ""説明"": ""赤い一等星を含む""}]",103
distill-01613,format_json,format_json,"{""keys"": [""名称"", ""特徴""], ""count"": 3}",世界遺産,世界遺産を3つ挙げて、名称・特徴をJSON形式で出力してください。,"[{""名称"": ""屋久島"", ""特徴"": ""自然遺産""}, {""名称"": ""姫路城"", ""特徴"": ""文化遺産""}, {""名称"": ""知床"", ""特徴"": ""自然遺産""}]",86
distill-01614,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 6}",元素,元素を6つ挙げて、name・featureをJSON形式で出力してください。,"[{""name"": ""水素"", ""feature"": ""元素記号H""}, {""name"": ""酸素"", ""feature"": ""元素記号O""}, {""name"": ""炭素"", ""feature"": ""元素記号C""}, {""name"": ""窒素"", ""feature"": ""元素記号N""}, {""name"": ""ヘリウム"", ""feature"": ""元素記号He""}, {""name"": ""鉄"", ""feature"": ""元素記号Fe""}]",219
distill-01615,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 5}",寿司ネタ,寿司ネタについて5つ選び、名称・分類・説明を持つJSON形式で整理してください。,"[{""名称"": ""まぐろ"", ""分類"": ""赤身の代表的なネタ"", ""説明"": ""濃厚な味わい""}, {""名称"": ""えび"", ""分類"": ""甘みのあるネタ"", ""説明"": ""加熱して提供されることが多い""}, {""名称"": ""いくら"", ""分類"": ""つぶつぶの食感"", ""説明"": ""プチプチとした食感が特徴""}, {""名称"": ""たまご"", ""分類"": ""甘みのある卵焼き"", ""説明"": ""子どもにも人気""}, {""名称"": ""ほたて"", ""分類"": ""貝類のネタ"", ""説明"": ""上品な甘みがある""}]",257
distill-01616,format_json,format_json,"{""keys"": [""名称"", ""特徴""], ""count"": 5}",星座,星座の例を5つ、名称・特徴のJSON形式で答えてください。,"[{""名称"": ""オリオン座"", ""特徴"": ""冬の代表的な星座""}, {""名称"": ""さそり座"", ""特徴"": ""夏の代表的な星座""}, {""名称"": ""こと座"", ""特徴"": ""夏に見える星座""}, {""名称"": ""おおぐま座"", ""特徴"": ""北の空の星座""}, {""名称"": ""カシオペヤ座"", ""特徴"": ""W字の形が特徴""}]",169
distill-01617,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 4}",コーヒーの種類,コーヒーの種類の例を4つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""エスプレッソ"", ""category"": ""濃厚な抽出方式"", ""note"": ""少量で濃い味わい""}, {""name"": ""カフェラテ"", ""category"": ""エスプレッソと牛乳の組み合わせ"", ""note"": ""まろやかな口当たり""}, {""name"": ""アメリカーノ"", ""category"": ""エスプレッソをお湯で割る"", ""note"": ""すっきりした味わい""}, {""name"": ""カプチーノ"", ""category"": ""エスプレッソと泡立てた牛乳"", ""note"": ""ふわふわの泡が特徴""}]",272
distill-01618,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 5}",世界の通貨,世界の通貨を5つ挙げて、名称・分類・説明をJSON形式で出力してください。,"[{""名称"": ""ユーロ"", ""分類"": ""欧州の多くの国で使用"", ""説明"": ""記号は€""}, {""名称"": ""ポンド"", ""分類"": ""イギリスの通貨"", ""説明"": ""記号は£""}, {""名称"": ""ウォン"", ""分類"": ""韓国の通貨"", ""説明"": ""記号は₩""}, {""名称"": ""ルピー"", ""分類"": ""インドの通貨"", ""説明"": ""独自の記号を持つ""}, {""名称"": ""ペソ"", ""分類"": ""中南米の複数国で使用"", ""説明"": ""国によって価値が異なる""}]",243
distill-01619,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 3}",観葉植物の種類,観葉植物の種類を3つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""モンステラ"", ""category"": ""大きな切れ込み葉が特徴"", ""note"": ""室内で育てやすい""}, {""name"": ""パキラ"", ""category"": ""丈夫で育てやすい"", ""note"": ""編み込まれた幹が人気""}, {""name"": ""サンスベリア"", ""category"": ""空気清浄効果が期待される"", ""note"": ""乾燥に強い""}]",194
distill-01620,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 6}",世界遺産,世界遺産の例を6つ、名称・分類・説明のJSON形式で答えてください。,"[{""名称"": ""屋久島"", ""分類"": ""自然遺産"", ""説明"": ""豊かな照葉樹林""}, {""名称"": ""姫路城"", ""分類"": ""文化遺産"", ""説明"": ""白漆喰の美しい城郭""}, {""名称"": ""知床"", ""分類"": ""自然遺産"", ""説明"": ""多様な野生動物""}, {""名称"": ""白川郷"", ""分類"": ""文化遺産"", ""説明"": ""合掌造りの集落""}, {""名称"": ""石見銀山"", ""分類"": ""文化遺産"", ""説明"": ""かつての鉱山跡""}, {""名称"": ""小笠原諸島"", ""分類"": ""自然遺産"", ""説明"": ""独自の生態系""}]",279
distill-01621,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 3}",観葉植物の種類,観葉植物の種類について3つ選び、名称・分類・説明を持つJSON形式で整理してください。,"[{""名称"": ""モンステラ"", ""分類"": ""大きな切れ込み葉が特徴"", ""説明"": ""室内で育てやすい""}, {""名称"": ""パキラ"", ""分類"": ""丈夫で育てやすい"", ""説明"": ""編み込まれた幹が人気""}, {""名称"": ""サンスベリア"", ""分類"": ""空気清浄効果が期待される"", ""説明"": ""乾燥に強い""}]",164
distill-01622,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 3}",世界の湖,世界の湖について3つ選び、name・featureを持つJSON形式で整理してください。,"[{""name"": ""バイカル湖"", ""feature"": ""ロシアにある湖""}, {""name"": ""五大湖"", ""feature"": ""北米にある湖群""}, {""name"": ""チチカカ湖"", ""feature"": ""南米にある湖""}]",120
distill-01623,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 6}",観葉植物の種類,観葉植物の種類の例を6つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""モンステラ"", ""category"": ""大きな切れ込み葉が特徴"", ""note"": ""室内で育てやすい""}, {""name"": ""パキラ"", ""category"": ""丈夫で育てやすい"", ""note"": ""編み込まれた幹が人気""}, {""name"": ""サンスベリア"", ""category"": ""空気清浄効果が期待される"", ""note"": ""乾燥に強い""}, {""name"": ""ポトス"", ""category"": ""つる性の植物"", ""note"": ""初心者向けとされる""}, {""name"": ""ガジュマル"", ""category"": ""独特の幹の形が特徴"", ""note"": ""縁起の良い木とされる""}, {""name"": ""フィカス"", ""category"": ""丸みのある葉が特徴"", ""note"": ""日陰でも育つ""}]",381
distill-01624,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 6}",世界のチーズ,世界のチーズについて6つ選び、name・featureを持つJSON形式で整理してください。,"[{""name"": ""モッツァレラ"", ""feature"": ""イタリア発祥""}, {""name"": ""チェダー"", ""feature"": ""イギリス発祥""}, {""name"": ""カマンベール"", ""feature"": ""フランス発祥""}, {""name"": ""ゴーダ"", ""feature"": ""オランダ発祥""}, {""name"": ""パルミジャーノ"", ""feature"": ""イタリア発祥""}, {""name"": ""ブルーチーズ"", ""feature"": ""青カビを使用""}]",242
distill-01625,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 2}",家電製品,家電製品を2つ挙げて、name・featureをJSON形式で出力してください。,"[{""name"": ""食洗機"", ""feature"": ""キッチン家電""}, {""name"": ""除湿機"", ""feature"": ""生活家電""}]",74
distill-01626,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 6}",パンの種類,パンの種類について6つ選び、name・featureを持つJSON形式で整理してください。,"[{""name"": ""バゲット"", ""feature"": ""フランスの細長いパン""}, {""name"": ""クロワッサン"", ""feature"": ""層状に折り込んだパン""}, {""name"": ""ベーグル"", ""feature"": ""茹でてから焼くパン""}, {""name"": ""食パン"", ""feature"": ""日本で日常的なパン""}, {""name"": ""フォカッチャ"", ""feature"": ""イタリアの平たいパン""}, {""name"": ""ライ麦パン"", ""feature"": ""ライ麦を使ったパン""}]",259
distill-01627,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 4}",世界のチーズ,世界のチーズを4つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""モッツァレラ"", ""category"": ""イタリア発祥"", ""note"": ""もちもちとした食感""}, {""name"": ""チェダー"", ""category"": ""イギリス発祥"", ""note"": ""コクのある味わい""}, {""name"": ""カマンベール"", ""category"": ""フランス発祥"", ""note"": ""白カビで覆われた表面""}, {""name"": ""ゴーダ"", ""category"": ""オランダ発祥"", ""note"": ""まろやかな味わい""}]",246
distill-01628,format_json,format_json,"{""keys"": [""名称"", ""特徴""], ""count"": 5}",世界のチーズ,世界のチーズを5つ挙げて、名称・特徴をJSON形式で出力してください。,"[{""名称"": ""モッツァレラ"", ""特徴"": ""イタリア発祥""}, {""名称"": ""チェダー"", ""特徴"": ""イギリス発祥""}, {""名称"": ""カマンベール"", ""特徴"": ""フランス発祥""}, {""名称"": ""ゴーダ"", ""特徴"": ""オランダ発祥""}, {""名称"": ""パルミジャーノ"", ""特徴"": ""イタリア発祥""}]",166
distill-01629,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 4}",世界の言語,世界の言語を4つ挙げて、name・featureをJSON形式で出力してください。,"[{""name"": ""スペイン語"", ""feature"": ""中南米で広く使われる""}, {""name"": ""フランス語"", ""feature"": ""国際機関でも使われる""}, {""name"": ""アラビア語"", ""feature"": ""中東で広く使われる""}, {""name"": ""ヒンディー語"", ""feature"": ""インドで広く使われる""}]",176
distill-01630,format_json,format_json,"{""keys"": [""名称"", ""特徴""], ""count"": 3}",コーヒーの種類,コーヒーの種類を3つ挙げて、名称・特徴をJSON形式で出力してください。,"[{""名称"": ""エスプレッソ"", ""特徴"": ""濃厚な抽出方式""}, {""名称"": ""カフェラテ"", ""特徴"": ""エスプレッソと牛乳の組み合わせ""}, {""名称"": ""アメリカーノ"", ""特徴"": ""エスプレッソをお湯で割る""}]",117
distill-01631,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 2}",寿司ネタ,寿司ネタを2つ挙げて、name・featureをJSON形式で出力してください。,"[{""name"": ""まぐろ"", ""feature"": ""赤身の代表的なネタ""}, {""name"": ""えび"", ""feature"": ""甘みのあるネタ""}]",79
distill-01632,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 3}",動物園の人気動物,動物園の人気動物を3つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""レッサーパンダ"", ""category"": ""哺乳類"", ""note"": ""立ち上がる仕草が人気""}, {""name"": ""フラミンゴ"", ""category"": ""鳥類"", ""note"": ""片足で立つ姿が特徴""}, {""name"": ""カピバラ"", ""category"": ""哺乳類"", ""note"": ""温泉に入る姿で人気""}]",178
distill-01633,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 3}",世界の湖,世界の湖について3つ選び、名称・分類・説明を持つJSON形式で整理してください。,"[{""名称"": ""バイカル湖"", ""分類"": ""ロシアにある湖"", ""説明"": ""世界で最も深い湖の一つ""}, {""名称"": ""五大湖"", ""分類"": ""北米にある湖群"", ""説明"": ""複数の国にまたがる""}, {""名称"": ""チチカカ湖"", ""分類"": ""南米にある湖"", ""説明"": ""標高の高い場所に位置""}]",159
distill-01634,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 3}",世界のチーズ,世界のチーズを3つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""モッツァレラ"", ""category"": ""イタリア発祥"", ""note"": ""もちもちとした食感""}, {""name"": ""チェダー"", ""category"": ""イギリス発祥"", ""note"": ""コクのある味わい""}, {""name"": ""カマンベール"", ""category"": ""フランス発祥"", ""note"": ""白カビで覆われた表面""}]",187
distill-01635,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 2}",世界の乗り物,世界の乗り物について2つ選び、名称・分類・説明を持つJSON形式で整理してください。,"[{""名称"": ""トラム"", ""分類"": ""路面を走る電車"", ""説明"": ""都市部の移動に便利""}, {""名称"": ""フェリー"", ""分類"": ""海や川を渡る船"", ""説明"": ""車ごと乗船できる""}]",102
distill-01636,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 3}",調理器具の種類,調理器具の種類について3つ選び、名称・分類・説明を持つJSON形式で整理してください。,"[{""名称"": ""フライパン"", ""分類"": ""炒め物に使う調理器具"", ""説明"": ""素材で熱伝導が変わる""}, {""名称"": ""圧力鍋"", ""分類"": ""短時間調理ができる鍋"", ""説明"": ""内部の圧力を高めて加熱""}, {""名称"": ""泡立て器"", ""分類"": ""混ぜる作業に使う道具"", ""説明"": ""空気を含ませやすい""}]",168
distill-01637,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 6}",動物園の人気動物,動物園の人気動物の例を6つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""レッサーパンダ"", ""category"": ""哺乳類"", ""note"": ""立ち上がる仕草が人気""}, {""name"": ""フラミンゴ"", ""category"": ""鳥類"", ""note"": ""片足で立つ姿が特徴""}, {""name"": ""カピバラ"", ""category"": ""哺乳類"", ""note"": ""温泉に入る姿で人気""}, {""name"": ""ペンギン"", ""category"": ""鳥類"", ""note"": ""集団で泳ぐ姿が見られる""}, {""name"": ""コアラ"", ""category"": ""哺乳類"", ""note"": ""一日の大半を眠って過ごす""}, {""name"": ""キリン"", ""category"": ""哺乳類"", ""note"": ""首の長さが特徴的""}]",353
distill-01638,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 4}",世界の湖,世界の湖を4つ挙げて、name・featureをJSON形式で出力してください。,"[{""name"": ""バイカル湖"", ""feature"": ""ロシアにある湖""}, {""name"": ""五大湖"", ""feature"": ""北米にある湖群""}, {""name"": ""チチカカ湖"", ""feature"": ""南米にある湖""}, {""name"": ""ヴィクトリア湖"", ""feature"": ""アフリカにある湖""}]",164
distill-01639,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 3}",世界の山脈,世界の山脈の例を3つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""アルプス山脈"", ""category"": ""ヨーロッパの山脈"", ""note"": ""スキーリゾートで有名""}, {""name"": ""アンデス山脈"", ""category"": ""南米を縦断する山脈"", ""note"": ""世界最長の山脈""}, {""name"": ""ヒマラヤ山脈"", ""category"": ""アジアにある山脈"", ""note"": ""世界最高峰を含む""}]",194
distill-01640,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 5}",世界の湖,世界の湖の例を5つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""バイカル湖"", ""category"": ""ロシアにある湖"", ""note"": ""世界で最も深い湖の一つ""}, {""name"": ""五大湖"", ""category"": ""北米にある湖群"", ""note"": ""複数の国にまたがる""}, {""name"": ""チチカカ湖"", ""category"": ""南米にある湖"", ""note"": ""標高の高い場所に位置""}, {""name"": ""ヴィクトリア湖"", ""category"": ""アフリカにある湖"", ""note"": ""複数の国に囲まれている""}, {""name"": ""死海"", ""category"": ""中東にある塩湖"", ""note"": ""塩分濃度が非常に高い""}]",318
distill-01641,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 2}",文房具の種類,文房具の種類を2つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""万年筆"", ""category"": ""インクを使う筆記具"", ""note"": ""書き味の滑らかさが特徴""}, {""name"": ""シャープペンシル"", ""category"": ""芯を繰り出す筆記具"", ""note"": ""一定の太さで書ける""}]",133
distill-01642,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 6}",香辛料,香辛料の例を6つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""シナモン"", ""category"": ""甘い香りのスパイス"", ""note"": ""菓子や飲み物に使われる""}, {""name"": ""クミン"", ""category"": ""カレーによく使われる"", ""note"": ""独特の香ばしさ""}, {""name"": ""ターメリック"", ""category"": ""黄色の色付けに使われる"", ""note"": ""土のような香り""}, {""name"": ""こしょう"", ""category"": ""世界中で使われる基本調味料"", ""note"": ""粒と粉の形状がある""}, {""name"": ""唐辛子"", ""category"": ""辛味をつけるスパイス"", ""note"": ""品種によって辛さが異なる""}, {""name"": ""クローブ"", ""category"": ""甘く強い香りのスパイス"", ""note"": ""肉料理によく使われる""}]",396
distill-01643,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 3}",世界の言語,世界の言語を3つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""スペイン語"", ""category"": ""中南米で広く使われる"", ""note"": ""話者数が非常に多い""}, {""name"": ""フランス語"", ""category"": ""国際機関でも使われる"", ""note"": ""優雅な響きとされる""}, {""name"": ""アラビア語"", ""category"": ""中東で広く使われる"", ""note"": ""右から左に書く""}]",195
distill-01644,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 3}",寿司ネタ,寿司ネタを3つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""まぐろ"", ""category"": ""赤身の代表的なネタ"", ""note"": ""濃厚な味わい""}, {""name"": ""えび"", ""category"": ""甘みのあるネタ"", ""note"": ""加熱して提供されることが多い""}, {""name"": ""いくら"", ""category"": ""つぶつぶの食感"", ""note"": ""プチプチとした食感が特徴""}]",189
distill-01645,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 6}",動物園の人気動物,動物園の人気動物の例を6つ、name・featureのJSON形式で答えてください。,"[{""name"": ""レッサーパンダ"", ""feature"": ""哺乳類""}, {""name"": ""フラミンゴ"", ""feature"": ""鳥類""}, {""name"": ""カピバラ"", ""feature"": ""哺乳類""}, {""name"": ""ペンギン"", ""feature"": ""鳥類""}, {""name"": ""コアラ"", ""feature"": ""哺乳類""}, {""name"": ""キリン"", ""feature"": ""哺乳類""}]",216
distill-01646,format_json,format_json,"{""keys"": [""名称"", ""特徴""], ""count"": 2}",家電製品,家電製品について2つ選び、名称・特徴を持つJSON形式で整理してください。,"[{""名称"": ""食洗機"", ""特徴"": ""キッチン家電""}, {""名称"": ""除湿機"", ""特徴"": ""生活家電""}]",60
distill-01647,format_json,format_json,"{""keys"": [""name"", ""feature""], ""count"": 4}",動物園の人気動物,動物園の人気動物の例を4つ、name・featureのJSON形式で答えてください。,"[{""name"": ""レッサーパンダ"", ""feature"": ""哺乳類""}, {""name"": ""フラミンゴ"", ""feature"": ""鳥類""}, {""name"": ""カピバラ"", ""feature"": ""哺乳類""}, {""name"": ""ペンギン"", ""feature"": ""鳥類""}]",146
distill-01648,format_json,format_json,"{""keys"": [""名称"", ""分類"", ""説明""], ""count"": 5}",観葉植物の種類,観葉植物の種類を5つ挙げて、名称・分類・説明をJSON形式で出力してください。,"[{""名称"": ""モンステラ"", ""分類"": ""大きな切れ込み葉が特徴"", ""説明"": ""室内で育てやすい""}, {""名称"": ""パキラ"", ""分類"": ""丈夫で育てやすい"", ""説明"": ""編み込まれた幹が人気""}, {""名称"": ""サンスベリア"", ""分類"": ""空気清浄効果が期待される"", ""説明"": ""乾燥に強い""}, {""名称"": ""ポトス"", ""分類"": ""つる性の植物"", ""説明"": ""初心者向けとされる""}, {""名称"": ""ガジュマル"", ""分類"": ""独特の幹の形が特徴"", ""説明"": ""縁起の良い木とされる""}]",270
distill-01649,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 5}",世界の首都,世界の首都を5つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""オタワ"", ""category"": ""カナダの首都"", ""note"": ""五大湖の東に位置""}, {""name"": ""キャンベラ"", ""category"": ""オーストラリアの首都"", ""note"": ""計画都市として建設""}, {""name"": ""ベルン"", ""category"": ""スイスの首都"", ""note"": ""旧市街が世界遺産""}, {""name"": ""ヘルシンキ"", ""category"": ""フィンランドの首都"", ""note"": ""バルト海に面した港湾都市""}, {""name"": ""リマ"", ""category"": ""ペルーの首都"", ""note"": ""太平洋岸に位置する都市""}]",313
distill-01650,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 6}",世界のチーズ,世界のチーズの例を6つ、name・category・noteのJSON形式で答えてください。,"[{""name"": ""モッツァレラ"", ""category"": ""イタリア発祥"", ""note"": ""もちもちとした食感""}, {""name"": ""チェダー"", ""category"": ""イギリス発祥"", ""note"": ""コクのある味わい""}, {""name"": ""カマンベール"", ""category"": ""フランス発祥"", ""note"": ""白カビで覆われた表面""}, {""name"": ""ゴーダ"", ""category"": ""オランダ発祥"", ""note"": ""まろやかな味わい""}, {""name"": ""パルミジャーノ"", ""category"": ""イタリア発祥"", ""note"": ""長期熟成の硬質チーズ""}, {""name"": ""ブルーチーズ"", ""category"": ""青カビを使用"", ""note"": ""independentな強い風味""}]",381
distill-01651,format_json,format_json,"{""keys"": [""name"", ""category"", ""note""], ""count"": 2}",楽器,楽器を2つ挙げて、name・category・noteをJSON形式で出力してください。,"[{""name"": ""ヴァイオリン"", ""category"": ""弦楽器"", ""note"": ""弓で弦をこすって音を出す""}, {""name"": ""尺八"", ""category"": ""木管楽器"", ""note"": ""竹で作られた縦笛""}]",119
distill-01652,format_json,format_json,"{""keys"": [""名称"", ""特徴""], ""count"": 4}",家電製品,家電製品の例を4つ、名称・特徴のJSON形式で答えてください。,"[{""名称"": ""食洗機"", ""特徴"": ""キッチン家電""}, {""名称"": ""除湿機"", ""特徴"": ""生活家電""}, {""名称"": ""空気清浄機"", ""特徴"": ""生活家電""}, {""名称"": ""布団乾燥機"", ""特徴"": ""季節家電""}]",122
